id_municipio,ano,funcao,despesa_total,elemento_34,elemento_36,elemento_39,terceirizacao_total
2609105,2019,Outros,188801453.88000003,0.0,668292.1,6672971.16,7341263.26
2609303,2019,Outros,194490848.51,0.0,584183.48,2544204.28,3128387.76
2606408,2019,Outros,908355174.0799999,0.0,1768925.08,41200741.72,42969666.8
2608305,2019,Outros,273211259.45,0.0,2297184.26,9366843.03,11664027.29
2613701,2019,Outros,935783546.0600001,0.0,2560622.88,23895138.11,26455760.99
2609006,2019,Outros,313345385.65999997,0.0,1493249.25,3943315.7,5436564.95
2612455,2019,Outros,196315435.22,0.0,3954735.37,4617044.18,8571779.55
2609907,2019,Outros,706559170.6999998,0.0,1156940.54,25446705.95,26603646.49
2604809,2019,Outros,235856348.63999996,0.0,913841.76,5479064.5,6392906.26
2308500,2019,Outros,468632184.0799999,0.0,6021245.33,15834987.92,21856233.25
2305001,2019,Outros,436835208.75,0.0,703011.02,18866444.82,19569455.84
2301257,2019,Outros,162299794.34,0.0,4748665.83,4187730.66,8936396.49
2300309,2019,Outros,632514021.3800001,0.0,2081862.59,39485105.26,41566967.85
2304004,2019,Outros,279056855.59,686916.0,306892.76,11551872.29,12545681.049999999
2308005,2019,Outros,377089841.77,0.0,1028229.27,16116601.97,17144831.240000002
2310803,2019,Outros,274942924.64,0.0,281401.08,5953176.14,6234577.22
2308302,2019,Outros,302195549.03999996,0.0,1490477.15,12956016.8,14446493.950000001
2313955,2019,Outros,281569323.46,0.0,1856899.13,8677529.22,10534428.350000001
2515005,2019,Outros,94799943.63,0.0,3635783.47,1727972.02,5363755.49
2514107,2019,Outros,86193866.74,0.0,1189723.77,2802113.31,3991837.08
2512408,2019,Outros,155090661.79000002,0.0,1477120.5,3541055.88,5018176.38
2515807,2019,Outros,81169082.29,0.0,787305.11,1761542.64,2548847.75
2503100,2019,Outros,105063089.50999999,0.0,2091761.9,2535847.48,4627609.38
2512762,2019,Outros,89974543.78,0.0,1222247.0,1646807.42,2869054.42
2516003,2019,Outros,244406992.07,0.0,3023271.85,3128330.46,6151602.3100000005
2512705,2019,Outros,240645204.41999996,0.0,365314.0,5610184.07,5975498.07
2512747,2019,Outros,78375083.62,0.0,1501118.08,1313649.47,2814767.55
2500601,2019,Outros,405884673.83,0.0,7735871.87,9529548.08,17265419.95
2913309,2019,Outros,91238022.23999998,0.0,333123.05,1799106.07,2132229.12
2919157,2019,Outros,379320643.84000003,86400.0,884064.89,17103575.37,18074040.26
2917805,2019,Outros,315103493.41999996,0.0,702837.56,19761020.41,20463857.97
2909802,2019,Outros,598322730.12,0.0,850271.7,24032147.25,24882418.95
2924652,2019,Outros,136285127.92000002,1876211.47,469019.29,3417441.21,5762671.97
2921005,2019,Outros,1102980951.6399999,4362537.55,4520898.26,48031105.8,56914541.60999999
2921054,2019,Outros,152279173.4,0.0,3066487.64,5523158.36,8589646.0
2924603,2019,Outros,293984772.3399999,0.0,1964048.89,8795271.86,10759320.75
2931400,2019,Outros,147535854.19,0.0,149479.4,6042847.89,6192327.29
2915601,2019,Outros,672461922.9100001,0.0,998238.8,22639974.14,23638212.94
